Datum,Stampfenbachstrasse_PM10,Schimmelstrasse_PM10,Rosengartenstrasse_PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,15.94,18.03,18.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,20.79,21.69,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,29.74,33.49,29.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,28.76,28.07,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,NaN,16.1,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-15,NaN,6.63,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-16,4.54,6.23,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,12.36,12.19,13.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,14.2,17.18,16.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,13.19,14.71,16.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,13.14,17.32,14.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,14.73,16.61,16.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-22,11.79,14.11,13.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-23,16.36,17,17.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,8.66,13.5,14.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,8.12,11.4,17.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,18.26,18.34,19.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,18.92,16.64,23.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,16.5,19.32,21.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-29,15.89,20.21,21.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-30,16.91,17.47,22.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,25.12,26.54,31.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,14.88,20.78,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,5.34,11.75,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-03,14.55,16.33,16.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-04,11.17,15.01,15.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-05,8.54,9.57,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-06,7.64,8.48,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,10.64,11.87,12.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,9.47,13.18,12.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,12.07,15.27,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,15.38,15.95,17.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,19.56,23.73,22.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-12,11.26,13.27,15.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-13,9.69,11.11,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,5.71,15.12,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,9.49,17.21,18.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,16.77,20.06,16.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,9.89,11.48,14.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,9.55,12.52,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-19,8.52,11.71,10.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-20,NaN,9.3,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,NaN,19.13,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,16.1,16.65,19.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,6.23,6.56,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,12.26,13.74,13.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,13.47,16.98,16.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-26,14.39,17.02,17.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-27,13.92,15.3,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,12.92,15.75,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,13.07,14.33,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,16.16,17.94,18.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-01,19.57,20.95,22.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-02,22.5,23.15,23.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-03,23.54,25.42,25.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-04,8.47,7.54,10.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-05,15.79,15.12,15.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-06,12.31,16.44,18.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-07,7.16,10,11.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,10.77,NaN,13.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,15.04,NaN,16.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10,16.51,NaN,19.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-11,18.1,NaN,20.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,24.9,NaN,26.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,28.47,NaN,31.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,26.37,25.74,30.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,17.08,NaN,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,21.78,24.24,27.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-17,23.92,24.22,24.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-18,18.21,18.51,21.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,15.84,18.63,19.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,18.4,23.6,22.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,22.71,25.5,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,23.26,23.82,25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,15.8,20.42,18.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-24,20.89,17.45,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-25,21.01,20.96,24.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,22.32,24.26,24.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,28,25.89,28.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,23.7,22.52,25.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,8.86,18.1,11.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,14.11,17.91,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-31,15.43,18.56,17.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-01,21.8,20.23,24.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,23.79,23.19,23.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,26.32,28.61,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,32.94,34.63,32.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,35.41,33.7,34.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,30.75,29.13,30.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-07,17.65,17.3,20.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-08,17.49,18.9,20.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,24.06,20.28,22.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,26.14,25.32,25.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,32.48,29.94,33.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,27.75,33.41,30.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,21.34,23.91,25.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-14,15.39,18.42,18.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-15,26.17,36.98,26.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,38.15,39.92,38.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,17.85,19.45,18.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,9.68,9.95,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,8.62,8.89,11.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,5.75,6.23,10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-21,2.07,4.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-22,3.16,8.54,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,8.86,15.53,15.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,17.08,22.64,21.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,7.75,NaN,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,NaN,11.83,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,13.4,15.61,16.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-28,10.67,NaN,14.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-29,5.15,NaN,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,6.07,NaN,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,10.23,7,12.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,27.17,31,29.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,24.51,27.73,26.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,22.62,27.54,25.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-05,26.27,29.93,27.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-06,18.45,20.27,20.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,27.25,34.13,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,29.22,32.04,29.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,26.11,26.43,29.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,17.46,19.8,19.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,25.43,30.81,28.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-12,15.84,20.25,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-13,21.25,23.41,22.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,37.26,46.55,34.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,45.77,44.25,45.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,22.95,23.9,26.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,27.93,21.49,26.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,30.27,27.83,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-19,33.61,33.85,30.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-20,28.8,29.71,30.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,12.87,14.43,16.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,19.19,16.9,19.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,20.92,20.38,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,19.59,18.96,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,14.43,14.98,15.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-26,20.48,18.68,21.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-27,25.82,24.62,25.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,33.3,37.07,30.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,31.85,32.41,31.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,23.05,25.72,22.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,42.9,26.25,28.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,56,66.27,81.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02,13.82,15.49,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-03,10.33,8.99,9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,6.92,5.55,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,8.77,8.42,10.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,7.98,8.73,11.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,9.35,10.88,10.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,12.76,12.95,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-09,9.03,8.05,13.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-10,8.29,8.37,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,6.46,4.82,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,3.97,1.94,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,8.08,6.29,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,10.82,11.11,14.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,7.86,6.08,8.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-16,8.41,10.47,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-17,9.2,11.76,12.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,15.6,19.44,20.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,20.97,21.95,26.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,24.88,30.32,31.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,25.13,31.76,30.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,31.57,32.45,35.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-23,17.68,18.76,22.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-24,19.6,22.06,21.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,32.1,31.46,34.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,36.48,27.09,36.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,35.24,28.69,33.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,33.57,32.16,32.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,20.6,25.49,24.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-30,15.86,15.69,15.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-31,3.38,2.19,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,9.4,5.13,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,12.57,9.97,12.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,6.95,4.32,9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,5.9,5.25,10.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,14.67,12.31,13.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-06,19.89,22.02,19.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-07,11.79,15.4,13.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-08,8.02,7.61,7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-09,9.82,8.13,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-10,8.25,9.18,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-11,11.4,11.7,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-12,11.72,11.24,12.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-13,7.18,6.34,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-14,6.53,5.59,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,11.25,13.98,16.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,13.24,14.89,14.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,17.32,18.67,19.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,22.92,21.3,23.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,15.38,14.35,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-20,8.74,6.52,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-21,6.79,4.45,6.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,23.95,24.05,26.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,17.59,17.39,21.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,13.62,15.46,13.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,11.91,14.81,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,18.04,21.96,20.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-27,27.25,29.66,30.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-28,25.01,26.7,27.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,24.2,27.66,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,27.03,28.52,33.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,11.45,9.58,13.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,8.08,6.44,7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,13.93,14.32,17.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-05,8.83,9.12,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-06,8.99,5.67,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,12.39,12.49,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,11.79,14.72,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,21.59,25.39,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,32.13,37.3,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,37.51,43,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12,27.14,32.43,31.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13,16.96,19.28,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,18.58,22.12,19.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,25.28,29.24,25.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,15.06,18.9,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,25.35,29.18,25.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,29.88,32.91,30.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-19,32.17,34.69,32.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-20,51.2,52.92,54.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,40.06,43.44,42.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,30.63,33.31,32.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,24.35,24.94,22.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,20.83,23.53,20.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,18.11,15.4,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-26,10.79,9.38,9.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-27,11.76,8.51,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,8.21,7.35,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,12.31,12.06,11.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,14.22,13.18,12.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,18.18,21.3,18.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,15.31,17.74,16.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-02,27.01,30.97,28.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-03,29.49,NaN,30.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-04,29.5,34.61,33.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,19.33,22.34,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,10.27,9.22,8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,12.11,11.7,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,9.83,11.58,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-09,21.24,21.67,23.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-10,17.96,18.09,18.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,16.3,19.45,14.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,12.54,11.95,12.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,7.99,7.97,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,7.34,6.98,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,10.56,11.7,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-16,9.28,8.81,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-17,5.05,5.57,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,5.9,6.78,6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,11.15,15.02,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,15.64,17.61,17.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,20.8,26.03,23.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,18.19,19.19,20.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-23,11.61,11.58,12.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-24,10.74,10.86,9.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-25,7.87,6.44,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26,7.93,8.42,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,7.79,7.68,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,9.71,13.29,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,15.65,14.23,13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-30,14.28,12.96,14.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-01,6,2.97,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-02,15.65,17.23,15.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03,16.49,18.18,17.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,12.06,15.93,12.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05,10.25,11.71,9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-06,14.61,17.82,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-07,17.1,16.55,15.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-08,16.57,17.76,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,14.36,15.27,12.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-10,14,16.72,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-11,20.35,23.46,22.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,7.52,6.5,10.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,5.12,5.88,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-14,10.19,11.15,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-15,13.86,13.89,12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,12.65,11.02,12.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-17,12.1,13.6,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-18,16.9,13.51,16.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-19,6.51,4.8,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-20,11.83,10.52,11.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-21,14.44,12.64,17.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-22,13.73,13.68,15.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-23,5.46,4.09,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-24,8.41,8.62,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-25,12.37,14.63,12.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
