Datum,Stampfenbachstrasse_PM10,Schimmelstrasse_PM10,Rosengartenstrasse_PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-12,15,19.15,17.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-13,19.4,24.55,20.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-14,28.11,28.51,27.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-15,33.83,37.16,33.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-16,37.37,40.85,36.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-17,31.65,34.96,33.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-18,12.85,15.45,13.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-19,4.27,7.69,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-20,7.18,12,11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21,6.95,11.27,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-22,9.36,14.57,9.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-23,10.14,14.69,11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-24,27.56,30.81,23.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-25,23.04,25.71,20.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-26,18.79,20.96,17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-27,20.48,23.8,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-28,21.39,24.04,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-29,19.55,23.43,24.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-30,20.35,25.94,26.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,22.51,26.24,30.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-01,13.67,17.11,18.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-02,12.53,16.32,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-03,19.78,23.91,19.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-04,23.49,26.6,22.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-05,21.55,25.6,19.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06,26.31,30.25,25.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-07,20.4,25.5,23.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-08,26.98,30.88,30.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-09,16.69,20.24,26.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-10,15.54,20.19,20.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-11,28.44,31.84,26.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-12,24.81,28.03,27.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-13,13.72,17.04,16.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-14,12.79,15.54,15.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-15,13,16.45,16.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-16,8.03,10.9,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-17,7.8,10.58,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-18,7.53,11.03,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-19,9.11,12.63,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-20,14.72,18.68,15.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-21,18.81,NaN,21.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22,15.65,18.5,17.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-23,10.93,14.03,13.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-24,18.18,20.76,20.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-25,11.58,18.35,15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-26,4.91,9.73,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-27,5.3,9.75,8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-28,13.29,16.54,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-29,14.25,16.18,15.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-30,10.36,13.91,12.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-01,3.62,NaN,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-02,4.38,8.33,8.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03,4.86,10.03,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-04,5.53,9.89,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-05,6.61,10.97,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-06,10.61,14.35,12.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-07,2.13,5.01,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08,7.97,12.81,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-09,12.94,16.81,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-10,12.93,17.54,15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-11,10.56,17,13.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-12,8.37,12.39,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-13,5.17,10.62,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-14,4.49,6.77,7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-15,6.86,11.99,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-16,10.29,14.57,12.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-17,15.02,20.84,19.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-18,13.83,18.86,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-19,6.91,10.92,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-20,6.21,8.9,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-21,7.19,10.44,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-22,12.14,16.68,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-23,12.95,16.83,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24,13.44,18.34,18.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-25,10.03,13.78,11.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-26,9.48,13.59,12.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-27,13.19,17.16,17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-28,14.83,18.65,20.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-29,18.88,20.86,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-30,15.9,18.95,24.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,13.41,17.69,15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-01,11.46,16.2,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-02,11.51,15.83,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-03,10.22,13.4,12.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-04,4.22,7.11,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-05,11,13.98,13.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-06,11.01,14.36,14.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-07,7.96,11.65,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-08,9.34,12.95,14.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-09,10.61,14.97,16.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-10,7.54,12.99,10.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-11,11.4,14.25,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-12,15.86,21.19,21.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-13,13.01,17.1,16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-14,19.1,24.26,22.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-15,15.19,19.68,19.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-16,12.41,15.56,16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-17,9.86,13.4,14.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-18,6.66,10,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-19,15.04,18.64,18.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-20,20.25,25.77,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-21,22.8,26.03,26.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-22,24.36,27.21,25.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-23,31.1,33.03,29.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-24,26.42,28.21,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25,14.36,16.65,17.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-26,10.31,13.74,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-27,10.05,12.97,13.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-28,6.16,9.34,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-29,5.06,7.69,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,4.93,7.1,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-01,2.78,5.53,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-02,5.24,7.72,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03,5.35,8.6,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-04,10.14,12.37,14.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-05,15.39,17.88,19.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-06,14.3,17.31,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-07,NaN,20.21,22.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-08,21.89,22.34,25.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-09,16.56,18.41,19.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-10,11.29,14.8,12.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-11,6.75,10.69,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-12,7.85,11.31,11.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-13,7.52,11.39,10.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-14,8.86,13.05,11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-15,7.82,11.27,12.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-16,7,10.43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-17,9.94,14.61,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18,13.83,17.8,17.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-19,19.45,20.43,22.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-20,14.93,17.47,17.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-21,11.9,15.07,13.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-22,9.87,12.57,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-23,6.59,9.75,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-24,5.48,9.57,8.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-25,4.63,7.61,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-26,5.77,9.3,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-27,7.27,10.43,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-28,7.25,10.78,10.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-29,9.66,12.48,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-30,9.69,12.34,11.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-31,15.3,18.54,17.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-01,28.29,28.68,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-02,27.98,28.85,36.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-03,30.28,32.21,32.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-04,9.96,14.01,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-05,8.33,11.22,11.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-06,4.61,7.45,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-07,7.32,11,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-08,8.55,12.66,12.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-09,7.11,10.23,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-10,5.68,9.9,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-11,6.64,10.55,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-12,5.6,8.28,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-13,7.72,10.47,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-14,9.42,12.98,10.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-15,13.4,15.93,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-16,13.21,16.6,16.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-17,18.31,22.44,23.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-18,15.5,18.69,19.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-19,4.68,8.34,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-20,6.33,9.19,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-21,11.88,15.59,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-22,11.53,16.07,16.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-23,16.21,20.68,25.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-24,16,18.77,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-25,14.14,16.08,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-26,16.43,19.08,22.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-27,16.8,19.14,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-28,23.25,25.9,26.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-29,23.24,27.12,27.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-30,28.1,29.8,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-31,7.05,10.66,10.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-01,4.95,8.15,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-02,6.5,9.11,7.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-03,5.95,8.96,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-04,10.42,13.16,13.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-05,7.9,11.73,11.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-06,7.04,10.29,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-07,12.21,15.46,17.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-08,14.25,16.75,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-09,8.75,11.33,13.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-10,2.62,5.66,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-11,6.45,8.34,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-12,4.46,7.05,9.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-13,6.42,8.16,9.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-14,5.5,8,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-15,7.63,10.31,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-16,6.53,10.09,10.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-17,NaN,10.34,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-18,NaN,7.18,6.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-19,4.63,7.85,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-20,7.91,10.03,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-21,9.79,14.68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-22,15.66,19.45,21.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-23,14.96,18.4,19.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-24,17.35,20.53,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-25,17.34,21.3,19.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-26,18.1,21.78,20.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-27,17.95,19.95,20.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-28,16.93,20.12,22.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-29,16.27,19.08,21.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,13.2,15.81,17.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-01,6.31,8.64,7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,9.51,10.93,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,4.99,7.56,10.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,11.89,15.38,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,11.76,15.07,14.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,6.6,10.26,9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07,8.58,11.52,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-08,5.66,7.65,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,8.22,12.05,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,13.45,16.39,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,13.84,16.45,19.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,13.49,17.75,20.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,19.48,23.95,25.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-14,21.27,25.97,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-15,18.65,21.75,23.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,20.42,25.79,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,23.26,27.23,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,24.95,26.99,29.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,26.93,31.73,30.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,26.47,27.74,28.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-21,18.04,20.31,20.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-22,4.94,6.22,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,3.91,6.71,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,7.03,9.31,11.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,13.1,14.46,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,16.33,16.97,23.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,10.78,17.33,14.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-28,11.05,14.28,12.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-29,5.58,7.76,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,10.58,14.74,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,16.85,20.37,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,26.87,27.96,31.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,20.4,21.67,23.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,18.64,22.47,23.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-04,18,19.55,25.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-05,9.78,12.11,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,10.23,13.27,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,11.16,14.68,14.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,9.49,13.77,11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,14.81,20.97,14.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,16.62,19.27,19.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11,4.84,7.59,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-12,1.8,4.37,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,5.65,9.51,10.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,14.07,19.03,14.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,18.85,23.34,18.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,31.25,33.59,30.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,34.38,36.64,34.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-18,19.51,20.99,21.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-19,12.21,13.54,13.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,15.79,21.31,19.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,15.99,16.08,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,15.13,15.45,22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-23,15.97,15.04,22.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,17.91,18.66,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-25,6.2,9.23,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-26,4.71,7.35,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,7.45,9.82,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,7.15,10.56,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,10.79,16.05,12.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,10.68,11.6,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,12.71,16.23,12.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02,19.23,22.59,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-03,23.99,24.64,19.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,20.18,19.3,20.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,27.22,29.6,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,25.48,27.83,24.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,24.11,22.09,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,8.12,7.23,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-09,6.61,7.2,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-10,5.2,5.19,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,8.17,9.38,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,7.22,8.09,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,14.4,14.44,15.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,5.09,4.96,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,6.62,5.92,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-16,8.43,9.36,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-17,9.69,10.36,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,10.12,10.91,12.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,21.91,22.09,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,22.63,25.16,19.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,24.37,25.44,24.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,15.21,14.35,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-23,12.65,11.86,11.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-24,12.63,11.95,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-25,21.1,19.57,17.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,12.25,10.93,13.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
